delivery_id,truck_id,timestamp,origin_branch,destination_branch,distance_km,fuel_consumed_liters,status
DEL-092057,TRK-0535,3/2/2026 15:56,BR-010,BR-004,36.75,4.66,Completed
DEL-092058,TRK-0423,2/19/2026 7:41,BR-013,BR-002,300.13,44.53,Cancelled
DEL-092059,TRK-0481,2/20/2026 16:13,BR-029,BR-024,302.16,42.01,Delayed
DEL-092060,TRK-0067,2/19/2026 18:05,BR-028,BR-048,497.99,42.87,Completed
DEL-092061,TRK-0015,2/15/2026 18:45,BR-002,BR-003,332.38,103.57,Completed
DEL-092062,TRK-0187,2/24/2026 15:01,BR-033,BR-006,428.13,94.19,Completed
DEL-092063,TRK-0823,2/3/2026 7:17,BR-019,BR-020,345.39,34.23,Cancelled
DEL-092064,TRK-0588,2/19/2026 12:56,BR-031,BR-049,259.86,22.18,Completed
DEL-092065,TRK-0315,2/20/2026 13:30,BR-039,BR-038,95,14.43,Completed
DEL-092066,TRK-0228,2/17/2026 21:25,BR-001,BR-036,302.04,28.22,Completed
DEL-092067,TRK-0641,2/4/2026 7:26,BR-046,BR-016,310.98,86.23,Completed
DEL-092068,TRK-0317,2/6/2026 9:11,BR-037,BR-016,447.05,37.69,Completed
DEL-092069,TRK-0700,2/28/2026 16:04,BR-029,BR-027,157.12,15.25,Delayed
DEL-092070,TRK-0923,2/11/2026 21:09,BR-016,BR-009,142.05,26.36,Completed
DEL-092071,TRK-0007,3/1/2026 17:31,BR-031,BR-038,363.12,55.46,Completed
DEL-092072,TRK-0249,2/24/2026 19:21,BR-037,BR-020,218.16,18.88,Completed
DEL-092073,TRK-0177,2/15/2026 17:13,BR-025,BR-005,361.85,35.6,Cancelled
DEL-092074,TRK-0277,2/24/2026 11:04,BR-046,BR-016,181.09,24.23,Cancelled
DEL-092075,TRK-0264,2/11/2026 19:25,BR-022,BR-016,101.3,8.71,Completed
DEL-092076,TRK-0893,3/1/2026 21:03,BR-017,BR-048,284.55,26.17,Cancelled
DEL-092077,TRK-0612,2/8/2026 8:57,BR-021,BR-013,326.8,34.05,Cancelled
DEL-092078,TRK-0767,2/27/2026 13:03,BR-012,BR-015,406.74,87.58,Completed
DEL-092079,TRK-0791,2/3/2026 12:02,BR-047,BR-024,117.84,34.07,Completed
DEL-092080,TRK-0120,2/3/2026 22:19,BR-016,BR-007,335.69,31.06,Completed
DEL-092081,TRK-0893,2/4/2026 11:26,BR-000,BR-001,187.01,17.51,Cancelled
DEL-092082,TRK-0320,2/20/2026 22:14,BR-023,BR-015,495.5,64.01,Delayed
DEL-092083,TRK-0075,2/17/2026 17:44,BR-032,BR-007,316.21,62.03,Delayed
DEL-092084,TRK-0918,3/1/2026 17:29,BR-047,BR-043,354.53,31.71,Delayed
DEL-092085,TRK-0769,2/3/2026 13:48,BR-007,BR-037,214.54,18.57,Cancelled
DEL-092086,TRK-0422,2/15/2026 9:22,BR-018,BR-035,336.7,33.44,Cancelled
DEL-092087,TRK-0200,2/5/2026 21:35,BR-014,BR-046,234.48,61.26,Cancelled
DEL-092088,TRK-0280,2/23/2026 20:16,BR-001,BR-011,90.57,8.68,Completed
DEL-092089,TRK-0545,2/12/2026 17:39,BR-009,BR-035,16.81,3.35,Completed
DEL-092090,TRK-0620,2/21/2026 10:17,BR-013,BR-016,392.87,43.25,Completed
DEL-092091,TRK-0933,2/22/2026 13:37,BR-010,BR-049,203.55,22.12,Delayed
DEL-092092,TRK-0856,2/7/2026 21:22,BR-008,BR-036,42.15,9.22,Completed
DEL-092093,TRK-0619,3/1/2026 11:52,BR-000,BR-041,238.97,21.26,Completed
DEL-092094,TRK-0184,2/25/2026 12:52,BR-026,BR-047,375.83,56.98,Completed
DEL-092095,TRK-0004,3/2/2026 18:21,BR-007,BR-049,197.57,25.02,Completed
DEL-092096,TRK-0407,2/26/2026 19:37,BR-036,BR-045,340.78,50.75,Delayed
DEL-092097,TRK-0272,2/12/2026 7:07,BR-000,BR-043,40.05,6.17,Completed
DEL-092098,TRK-0966,2/10/2026 6:47,BR-034,BR-005,357.99,45.79,Completed
DEL-092099,TRK-0444,2/20/2026 9:06,BR-028,BR-002,348.48,89.25,Completed
DEL-092100,TRK-0988,2/22/2026 18:59,BR-040,BR-045,139.43,23.87,Cancelled
DEL-092101,TRK-0568,2/1/2026 12:43,BR-018,BR-043,113.92,11.56,Completed
DEL-092102,TRK-0987,2/13/2026 11:30,BR-036,BR-049,167.57,39.22,Completed
DEL-092103,TRK-0212,2/16/2026 11:45,BR-022,BR-035,46.31,7.9,Delayed
DEL-092104,TRK-0494,2/16/2026 6:46,BR-042,BR-029,141.07,20.36,Completed
DEL-092105,TRK-0173,2/26/2026 18:09,BR-015,BR-014,46.7,13.5,Completed
DEL-092106,TRK-0283,2/27/2026 22:48,BR-030,BR-004,406.89,39.44,Cancelled
DEL-092107,TRK-0393,2/25/2026 8:01,BR-029,BR-017,303.07,37.8,Completed
DEL-092108,TRK-0532,2/17/2026 8:59,BR-013,BR-016,230.83,19.76,Completed
DEL-092109,TRK-0137,2/26/2026 18:02,BR-026,BR-020,367.47,32.12,Completed
DEL-092110,TRK-0358,2/12/2026 9:20,BR-004,BR-029,56.73,11.39,Completed
DEL-092111,TRK-0732,2/12/2026 13:51,BR-009,BR-020,408.1,85.83,Completed
DEL-092112,TRK-0491,2/12/2026 7:37,BR-042,BR-037,126.03,21.36,Completed
DEL-092113,TRK-0320,2/2/2026 21:48,BR-047,BR-018,269.49,38.99,Delayed
DEL-092114,TRK-0524,2/13/2026 14:46,BR-046,BR-023,91.99,10.55,Cancelled
DEL-092115,TRK-0858,2/8/2026 20:50,BR-031,BR-032,334.62,30.61,Completed
DEL-092116,TRK-0454,2/5/2026 21:25,BR-038,BR-020,416.68,36.7,Delayed
DEL-092117,TRK-0963,2/13/2026 7:23,BR-003,BR-037,489.38,114.7,Cancelled
DEL-092118,TRK-0628,2/22/2026 14:54,BR-014,BR-042,442.13,43.96,Completed
DEL-092119,TRK-0487,2/16/2026 18:59,BR-018,BR-036,128.38,13.57,Cancelled
DEL-092120,TRK-0034,2/3/2026 16:00,BR-025,BR-014,213.12,28.17,Cancelled
DEL-092121,TRK-0014,2/7/2026 12:17,BR-047,BR-042,316.38,79.43,Completed
DEL-092122,TRK-0385,2/24/2026 13:13,BR-038,BR-043,371.45,85.38,Completed
DEL-092123,TRK-0720,2/9/2026 9:32,BR-017,BR-046,249.54,66.58,Completed
DEL-092124,TRK-0883,2/16/2026 21:32,BR-034,BR-030,117.08,14.14,Completed
DEL-092125,TRK-0178,2/28/2026 14:18,BR-009,BR-036,434.12,74.63,Completed
DEL-092126,TRK-0490,2/2/2026 18:23,BR-003,BR-047,423.84,85.77,Delayed
DEL-092127,TRK-0937,2/21/2026 20:41,BR-032,BR-010,421.19,45.05,Completed
DEL-092128,TRK-0626,2/5/2026 14:17,BR-000,BR-025,116.27,12.5,Completed
DEL-092129,TRK-0471,2/5/2026 17:02,BR-010,BR-030,129.1,16.02,Completed
DEL-092130,TRK-0597,2/14/2026 14:48,BR-010,BR-032,306.43,33.44,Delayed
DEL-092131,TRK-0779,2/28/2026 12:29,BR-015,BR-001,243.98,53.51,Cancelled
DEL-092132,TRK-0325,2/16/2026 12:13,BR-006,BR-031,212.38,26.55,Cancelled
DEL-092133,TRK-0194,2/3/2026 6:06,BR-004,BR-045,40.49,3.54,Delayed
DEL-092134,TRK-0157,2/20/2026 9:21,BR-041,BR-049,217.54,51.62,Completed
DEL-092135,TRK-0468,2/19/2026 21:23,BR-010,BR-019,439.24,41.04,Completed
DEL-092136,TRK-0107,2/22/2026 11:54,BR-037,BR-044,86.06,27.13,Completed
DEL-092137,TRK-0842,2/26/2026 14:25,BR-034,BR-033,273.48,43,Delayed
DEL-092138,TRK-0860,2/5/2026 19:58,BR-022,BR-001,259.67,23.25,Cancelled
DEL-092139,TRK-0141,2/17/2026 15:20,BR-017,BR-006,101.52,15,Completed
DEL-092140,TRK-0307,2/4/2026 11:21,BR-023,BR-030,30.1,2.51,Completed
DEL-092141,TRK-0658,2/12/2026 19:34,BR-009,BR-002,475.36,68.14,Delayed
DEL-092142,TRK-0954,2/27/2026 18:49,BR-031,BR-023,182.91,56.28,Cancelled
DEL-092143,TRK-0663,2/14/2026 15:22,BR-037,BR-020,315.13,34.28,Cancelled
DEL-092144,TRK-0146,2/24/2026 12:55,BR-018,BR-028,428,73.6,Completed
DEL-092145,TRK-0268,2/13/2026 16:44,BR-020,BR-016,237.23,39.8,Completed
DEL-092146,TRK-0363,2/6/2026 9:13,BR-044,BR-029,384.18,39.77,Completed
DEL-092147,TRK-0781,3/2/2026 10:18,BR-007,BR-037,473.03,46.36,Delayed
DEL-092148,TRK-0210,2/17/2026 18:09,BR-049,BR-001,65.34,8.26,Completed
DEL-092149,TRK-0575,2/21/2026 10:23,BR-036,BR-014,422.92,39.1,Completed
DEL-092150,TRK-0668,2/5/2026 18:06,BR-018,BR-027,103.06,10.47,Delayed
DEL-092151,TRK-0077,2/11/2026 17:11,BR-003,BR-034,224.92,32.34,Cancelled
DEL-092152,TRK-0347,3/1/2026 18:16,BR-033,BR-028,322.58,32.75,Completed
DEL-092153,TRK-0608,2/18/2026 13:55,BR-025,BR-023,133.08,32,Completed
DEL-092154,TRK-0655,2/14/2026 12:51,BR-041,BR-009,143.12,20.07,Completed
DEL-092155,TRK-0089,2/5/2026 15:19,BR-006,BR-040,279.92,52.81,Cancelled
DEL-092156,TRK-0506,2/22/2026 8:05,BR-039,BR-049,207.65,29.35,Completed
DEL-092157,TRK-0163,2/3/2026 11:07,BR-014,BR-038,494.62,155.11,Completed
DEL-092158,TRK-0949,2/26/2026 15:47,BR-027,BR-002,22.5,2.07,Completed
DEL-092159,TRK-0812,2/28/2026 7:08,BR-034,BR-007,381.99,102.42,Completed
DEL-092160,TRK-0497,2/6/2026 6:02,BR-007,BR-010,253.81,24.19,Completed
DEL-092161,TRK-0779,2/13/2026 11:40,BR-012,BR-005,157.8,31.04,Cancelled
DEL-092162,TRK-0723,2/21/2026 14:28,BR-049,BR-046,342.69,37.86,Completed
DEL-092163,TRK-0665,2/24/2026 10:32,BR-004,BR-000,141.86,32.07,Cancelled
DEL-092164,TRK-0929,2/22/2026 12:03,BR-041,BR-013,222.08,24.9,Delayed
DEL-092165,TRK-0790,2/14/2026 6:13,BR-040,BR-010,114.17,12.1,Delayed
DEL-092166,TRK-0150,2/8/2026 13:39,BR-022,BR-013,170.34,17.92,Completed
DEL-092167,TRK-0644,2/10/2026 18:22,BR-046,BR-005,445.63,59.45,Delayed
DEL-092168,TRK-0452,2/27/2026 7:19,BR-024,BR-036,318.7,58.69,Delayed
DEL-092169,TRK-0740,2/8/2026 6:53,BR-031,BR-008,487.7,79.25,Delayed
DEL-092170,TRK-0669,2/19/2026 6:24,BR-008,BR-011,112.32,9.4,Delayed
DEL-092171,TRK-0316,2/23/2026 20:36,BR-011,BR-034,133.08,29.27,Completed
DEL-092172,TRK-0437,2/24/2026 20:31,BR-002,BR-008,158.53,45.53,Cancelled
DEL-092173,TRK-0259,2/7/2026 19:07,BR-012,BR-017,437.54,51.4,Completed
DEL-092174,TRK-0015,2/2/2026 14:29,BR-031,BR-007,403.45,41.06,Completed
DEL-092175,TRK-0362,2/19/2026 6:40,BR-024,BR-012,271.2,24.79,Completed
DEL-092176,TRK-0995,2/18/2026 17:42,BR-044,BR-030,445.47,51.97,Completed
DEL-092177,TRK-0163,2/19/2026 15:15,BR-048,BR-007,63.76,8.71,Completed
DEL-092178,TRK-0139,2/27/2026 18:32,BR-003,BR-026,255.53,29.72,Cancelled
DEL-092179,TRK-0238,2/8/2026 14:01,BR-047,BR-049,341.96,50.65,Delayed
DEL-092180,TRK-0990,2/17/2026 20:08,BR-038,BR-033,209.3,20.89,Cancelled
DEL-092181,TRK-0825,2/1/2026 22:08,BR-003,BR-029,26.14,3.08,Completed
DEL-092182,TRK-0877,2/25/2026 13:32,BR-001,BR-021,380.42,55.29,Cancelled
DEL-092183,TRK-0437,2/28/2026 15:32,BR-007,BR-009,463.54,93.4,Completed
DEL-092184,TRK-0669,2/10/2026 18:47,BR-043,BR-042,31.56,3.29,Completed
DEL-092185,TRK-0463,2/5/2026 20:38,BR-026,BR-034,176.17,31.8,Cancelled
DEL-092186,TRK-0043,2/27/2026 11:12,BR-000,BR-045,460.42,49.36,Delayed
DEL-092187,TRK-0503,2/19/2026 10:43,BR-043,BR-027,454.75,119.3,Delayed
DEL-092188,TRK-0992,2/17/2026 13:32,BR-038,BR-002,453.19,71.9,Completed
DEL-092189,TRK-0237,2/17/2026 13:11,BR-039,BR-042,471.27,50.08,Cancelled
DEL-092190,TRK-0442,2/3/2026 21:15,BR-010,BR-034,422.29,97.56,Completed
DEL-092191,TRK-0368,2/27/2026 12:53,BR-011,BR-016,301.25,57.01,Completed
DEL-092192,TRK-0111,2/14/2026 15:40,BR-005,BR-032,348.34,37.11,Completed
DEL-092193,TRK-0778,2/17/2026 21:21,BR-009,BR-005,431.49,69.61,Completed
DEL-092194,TRK-0796,2/9/2026 12:44,BR-034,BR-014,324.81,50.19,Completed
DEL-092195,TRK-0972,3/1/2026 11:49,BR-013,BR-008,365.85,36.83,Completed
DEL-092196,TRK-0558,2/8/2026 14:32,BR-029,BR-035,280.17,30.77,Completed
DEL-092197,TRK-0948,2/18/2026 20:49,BR-020,BR-026,153.19,17.67,Completed
DEL-092198,TRK-0670,2/28/2026 21:29,BR-014,BR-046,245.86,48.87,Cancelled
DEL-092199,TRK-0489,2/14/2026 21:01,BR-030,BR-047,159.03,22.39,Completed
DEL-092200,TRK-0756,2/5/2026 18:52,BR-001,BR-048,176.82,53.49,Completed
DEL-092201,TRK-0396,2/7/2026 16:38,BR-012,BR-016,278.34,25.36,Delayed
DEL-092202,TRK-0186,2/19/2026 13:12,BR-016,BR-007,484.79,81.48,Completed
DEL-092203,TRK-0158,2/20/2026 15:53,BR-002,BR-006,419.98,45.15,Cancelled
DEL-092204,TRK-0757,2/6/2026 18:09,BR-012,BR-024,395.45,86.54,Completed
DEL-092205,TRK-0627,2/13/2026 13:06,BR-001,BR-006,335.96,55.09,Delayed
DEL-092206,TRK-0614,2/19/2026 8:10,BR-041,BR-014,421.74,70.31,Completed
DEL-092207,TRK-0855,2/11/2026 6:18,BR-044,BR-023,117.19,15.72,Completed
DEL-092208,TRK-0883,2/17/2026 22:56,BR-009,BR-030,114.96,9.91,Completed
DEL-092209,TRK-0206,2/27/2026 12:42,BR-009,BR-038,367.58,41.63,Completed
DEL-092210,TRK-0188,2/3/2026 12:24,BR-027,BR-005,178.98,50.51,Completed
DEL-092211,TRK-0443,2/12/2026 13:24,BR-008,BR-037,106.46,15.13,Completed
DEL-092212,TRK-0544,2/26/2026 18:22,BR-049,BR-000,211.19,30.86,Completed
DEL-092213,TRK-0927,2/20/2026 18:50,BR-034,BR-033,58.09,10.16,Delayed
DEL-092214,TRK-0264,2/9/2026 19:12,BR-047,BR-014,333.99,54.66,Cancelled
DEL-092215,TRK-0534,2/20/2026 17:36,BR-035,BR-031,47.38,12.49,Completed
DEL-092216,TRK-0738,2/21/2026 8:30,BR-029,BR-012,268.4,22.96,Delayed
DEL-092217,TRK-0513,2/27/2026 15:45,BR-044,BR-043,33.03,9.76,Completed
DEL-092218,TRK-0062,2/5/2026 13:07,BR-005,BR-027,386.76,78.88,Delayed
DEL-092219,TRK-0888,2/15/2026 16:49,BR-028,BR-031,41.92,3.57,Completed
DEL-092220,TRK-0428,2/23/2026 19:43,BR-012,BR-029,434.47,73.26,Completed
DEL-092221,TRK-0624,2/5/2026 18:56,BR-043,BR-007,349.57,37.99,Completed
DEL-092222,TRK-0550,2/2/2026 15:16,BR-021,BR-019,55.32,5.78,Delayed
DEL-092223,TRK-0632,2/7/2026 16:40,BR-006,BR-038,387.23,62.57,Cancelled
DEL-092224,TRK-0033,3/2/2026 18:38,BR-045,BR-003,133.17,13.81,Completed
DEL-092225,TRK-0396,2/9/2026 19:16,BR-041,BR-000,377.39,31.61,Completed
DEL-092226,TRK-0565,2/8/2026 15:26,BR-046,BR-013,289.26,29.29,Completed
DEL-092227,TRK-0645,2/5/2026 12:19,BR-007,BR-024,496,75.66,Completed
DEL-092228,TRK-0769,2/7/2026 20:27,BR-025,BR-019,156.44,24.35,Completed
DEL-092229,TRK-0130,2/1/2026 18:29,BR-027,BR-047,242.79,23.54,Delayed
DEL-092230,TRK-0086,2/10/2026 10:07,BR-028,BR-014,338.56,40.95,Cancelled
DEL-092231,TRK-0430,2/10/2026 20:01,BR-020,BR-049,195.89,22.35,Completed
DEL-092232,TRK-0548,2/12/2026 8:03,BR-014,BR-030,259.33,34.22,Completed
DEL-092233,TRK-0079,2/25/2026 19:07,BR-022,BR-037,477.77,83.61,Completed
DEL-092234,TRK-0786,2/1/2026 20:43,BR-033,BR-032,326.24,41.17,Cancelled
DEL-092235,TRK-0260,2/14/2026 18:47,BR-022,BR-015,80.79,13.73,Delayed
DEL-092236,TRK-0092,2/24/2026 19:36,BR-028,BR-044,405.86,34.65,Completed
DEL-092237,TRK-0087,2/15/2026 8:17,BR-002,BR-008,104.6,9.38,Completed
DEL-092238,TRK-0533,2/8/2026 6:10,BR-049,BR-013,244.53,67.86,Cancelled
DEL-092239,TRK-0129,2/9/2026 18:51,BR-042,BR-008,326.68,32.83,Completed
DEL-092240,TRK-0939,2/4/2026 17:57,BR-033,BR-015,411.1,127.85,Cancelled
DEL-092241,TRK-0432,2/23/2026 10:44,BR-019,BR-037,245.1,33.45,Completed
DEL-092242,TRK-0998,2/6/2026 11:43,BR-033,BR-000,405.05,86.14,Delayed
DEL-092243,TRK-0129,2/18/2026 11:00,BR-006,BR-023,219.36,33.11,Completed
DEL-092244,TRK-0959,2/11/2026 7:56,BR-048,BR-043,204.8,67.44,Delayed
DEL-092245,TRK-0979,2/3/2026 22:18,BR-011,BR-026,28.93,2.68,Completed
DEL-092246,TRK-0223,2/27/2026 22:29,BR-026,BR-043,452.64,130.36,Completed
DEL-092247,TRK-0667,2/4/2026 17:54,BR-009,BR-012,357.23,39.89,Delayed
DEL-092248,TRK-0247,2/20/2026 12:33,BR-048,BR-000,486.73,149.25,Cancelled
DEL-092249,TRK-0271,2/6/2026 6:10,BR-030,BR-003,465.65,125.76,Completed
DEL-092250,TRK-0560,2/11/2026 17:52,BR-006,BR-049,89.13,9.27,Delayed
DEL-092251,TRK-0881,2/8/2026 17:36,BR-029,BR-048,224.38,53.51,Completed
DEL-092252,TRK-0199,3/1/2026 18:38,BR-014,BR-025,216.71,21.72,Delayed
DEL-092253,TRK-0404,2/19/2026 18:20,BR-028,BR-033,104.02,9.99,Completed
DEL-092254,TRK-0380,2/3/2026 6:45,BR-021,BR-041,124.75,28.37,Completed
DEL-092255,TRK-0231,2/23/2026 14:56,BR-017,BR-018,307.76,39.14,Completed
DEL-092256,TRK-0510,2/21/2026 12:07,BR-000,BR-018,390.9,56.7,Completed
DEL-092257,TRK-0208,2/20/2026 15:34,BR-013,BR-023,89.27,7.72,Completed
DEL-092258,TRK-0828,2/12/2026 11:46,BR-027,BR-045,134.45,17.94,Completed
DEL-092259,TRK-0122,2/5/2026 19:33,BR-046,BR-037,53.75,7.18,Completed
DEL-092260,TRK-0184,3/1/2026 6:32,BR-043,BR-037,449.52,93.88,Completed
DEL-092261,TRK-0435,2/18/2026 19:51,BR-049,BR-036,22.35,7.4,Completed
DEL-092262,TRK-0532,2/4/2026 9:00,BR-036,BR-020,486.72,75.91,Cancelled
DEL-092263,TRK-0246,2/17/2026 16:22,BR-033,BR-005,471.66,122.68,Delayed
DEL-092264,TRK-0878,2/13/2026 21:29,BR-021,BR-016,459.45,47.57,Delayed
DEL-092265,TRK-0740,2/3/2026 7:50,BR-000,BR-005,161.58,13.87,Cancelled
DEL-092266,TRK-0038,2/15/2026 9:10,BR-047,BR-045,268.01,23.36,Completed
DEL-092267,TRK-0594,2/22/2026 7:54,BR-021,BR-045,445.92,59.03,Delayed
DEL-092268,TRK-0544,2/3/2026 21:13,BR-043,BR-019,336.1,34.21,Cancelled
DEL-092269,TRK-0732,2/5/2026 17:02,BR-039,BR-025,197.29,26.78,Completed
DEL-092270,TRK-0796,2/17/2026 6:07,BR-035,BR-017,395.33,71.91,Completed
DEL-092271,TRK-0988,2/19/2026 18:14,BR-024,BR-046,429,47.13,Delayed
DEL-092272,TRK-0724,2/24/2026 7:54,BR-046,BR-026,187.8,21.04,Cancelled
DEL-092273,TRK-0442,2/6/2026 6:19,BR-010,BR-008,447.61,38.35,Completed
DEL-092274,TRK-0889,2/1/2026 19:22,BR-031,BR-008,361.97,42.08,Completed
DEL-092275,TRK-0567,2/6/2026 13:16,BR-025,BR-010,243.54,24.88,Completed
DEL-092276,TRK-0471,2/11/2026 10:05,BR-025,BR-032,198.42,18.36,Completed
DEL-092277,TRK-0826,2/6/2026 11:37,BR-030,BR-026,421.52,46.92,Completed
DEL-092278,TRK-0635,3/1/2026 8:16,BR-000,BR-027,305.93,84.17,Cancelled
DEL-092279,TRK-0287,2/15/2026 16:36,BR-021,BR-019,17.09,1.59,Completed
DEL-092280,TRK-0409,2/25/2026 12:43,BR-030,BR-039,362.5,33.79,Completed
DEL-092281,TRK-0113,2/11/2026 7:23,BR-041,BR-049,40.28,7.51,Cancelled
DEL-092282,TRK-0950,2/17/2026 20:14,BR-045,BR-046,257.32,38.31,Completed
DEL-092283,TRK-0446,2/26/2026 19:26,BR-020,BR-028,10.28,1.63,Cancelled
DEL-092284,TRK-0592,2/16/2026 10:46,BR-004,BR-020,23.85,6.01,Completed
DEL-092285,TRK-0725,2/28/2026 6:28,BR-025,BR-033,11.06,1.16,Completed
DEL-092286,TRK-0014,2/28/2026 7:13,BR-011,BR-040,146.9,39.61,Cancelled
DEL-092287,TRK-0186,2/7/2026 21:10,BR-024,BR-018,111.34,26.02,Completed
DEL-092288,TRK-0017,2/23/2026 15:35,BR-003,BR-008,141.19,14.93,Cancelled
DEL-092289,TRK-0415,2/23/2026 9:58,BR-007,BR-008,29.65,8.08,Completed
DEL-092290,TRK-0149,3/1/2026 14:42,BR-036,BR-011,280.62,24.03,Completed
DEL-092291,TRK-0766,2/3/2026 17:38,BR-002,BR-027,41.09,5.74,Completed
DEL-092292,TRK-0985,2/13/2026 22:20,BR-013,BR-033,283.18,25.52,Cancelled
DEL-092293,TRK-0106,2/27/2026 6:58,BR-011,BR-013,211.14,34.48,Completed
DEL-092294,TRK-0785,2/27/2026 11:50,BR-010,BR-014,124.96,14.61,Cancelled
DEL-092295,TRK-0808,2/9/2026 15:11,BR-015,BR-003,497.61,74.05,Completed
DEL-092296,TRK-0796,3/2/2026 21:18,BR-009,BR-042,339.95,34.71,Cancelled
DEL-092297,TRK-0914,2/15/2026 22:30,BR-041,BR-022,224.07,32.99,Completed
DEL-092298,TRK-0669,2/16/2026 17:27,BR-044,BR-039,225.4,66.86,Completed
DEL-092299,TRK-0593,2/21/2026 9:43,BR-048,BR-042,341.28,32.7,Completed
DEL-092300,TRK-0070,3/1/2026 22:12,BR-030,BR-049,410.46,57.23,Completed
DEL-092301,TRK-0009,2/25/2026 12:00,BR-029,BR-044,25.53,7.4,Completed
DEL-092302,TRK-0765,3/1/2026 13:56,BR-015,BR-006,60.58,11.02,Delayed
DEL-092303,TRK-0323,3/1/2026 17:37,BR-015,BR-019,341.83,77.05,Cancelled
DEL-092304,TRK-0618,2/2/2026 14:57,BR-011,BR-008,295.24,66.79,Delayed
DEL-092305,TRK-0518,2/15/2026 10:02,BR-028,BR-011,389.64,110.88,Delayed
DEL-092306,TRK-0053,3/1/2026 11:42,BR-010,BR-038,163.26,44.26,Completed
DEL-092307,TRK-0670,2/28/2026 14:53,BR-007,BR-017,321.46,39.81,Cancelled
DEL-092308,TRK-0269,2/24/2026 21:55,BR-031,BR-045,34.11,3.84,Delayed
DEL-092309,TRK-0567,2/18/2026 11:49,BR-016,BR-031,39.66,6.09,Completed
DEL-092310,TRK-0836,2/20/2026 18:26,BR-020,BR-044,65.88,16.68,Completed
DEL-092311,TRK-0960,2/4/2026 13:27,BR-024,BR-001,228.46,57.87,Completed
DEL-092312,TRK-0992,2/4/2026 17:23,BR-021,BR-026,122.97,14.04,Cancelled
DEL-092313,TRK-0942,2/16/2026 10:05,BR-040,BR-021,422.53,101.96,Completed
DEL-092314,TRK-0081,2/21/2026 22:36,BR-014,BR-023,174.28,26.3,Completed
DEL-092315,TRK-0603,2/24/2026 17:44,BR-044,BR-027,385.72,90.29,Delayed
DEL-092316,TRK-0328,2/27/2026 19:30,BR-043,BR-011,271.97,55.31,Cancelled
DEL-092317,TRK-0862,2/7/2026 8:32,BR-006,BR-011,43.14,4.86,Completed
DEL-092318,TRK-0375,2/4/2026 14:01,BR-016,BR-018,433.26,75.56,Completed
DEL-092319,TRK-0871,2/24/2026 16:48,BR-013,BR-017,244.62,22.02,Completed
DEL-092320,TRK-0456,2/18/2026 10:17,BR-032,BR-028,158.93,37.72,Cancelled
DEL-092321,TRK-0157,2/12/2026 15:52,BR-047,BR-009,279.22,51.98,Completed
DEL-092322,TRK-0943,2/28/2026 17:39,BR-002,BR-033,132.79,20.1,Completed
DEL-092323,TRK-0018,2/27/2026 14:16,BR-001,BR-044,269.61,39.01,Completed
DEL-092324,TRK-0651,2/6/2026 19:22,BR-043,BR-031,474.75,39.98,Completed
DEL-092325,TRK-0657,2/10/2026 21:37,BR-007,BR-039,462.38,151.04,Completed
DEL-092326,TRK-0959,2/6/2026 9:35,BR-041,BR-009,77.49,18.34,Completed
DEL-092327,TRK-0616,2/11/2026 8:45,BR-038,BR-017,269.47,22.91,Completed
DEL-092328,TRK-0789,2/17/2026 13:13,BR-008,BR-040,459,74.85,Delayed
DEL-092329,TRK-0749,2/13/2026 19:37,BR-034,BR-015,249.37,25.52,Completed
DEL-092330,TRK-0405,2/27/2026 10:09,BR-019,BR-047,387.98,37.31,Completed
DEL-092331,TRK-0738,2/8/2026 14:40,BR-027,BR-006,214.89,38.68,Delayed
DEL-092332,TRK-0513,3/2/2026 7:03,BR-022,BR-045,83.1,9.59,Completed
DEL-092333,TRK-0239,3/1/2026 7:36,BR-019,BR-033,491.99,59.98,Completed
DEL-092334,TRK-0272,3/1/2026 22:15,BR-048,BR-010,58.25,9.79,Completed
DEL-092335,TRK-0503,2/26/2026 13:09,BR-006,BR-004,231.71,21.66,Delayed
DEL-092336,TRK-0385,2/8/2026 8:17,BR-011,BR-003,200.93,21.5,Delayed
DEL-092337,TRK-0893,2/19/2026 8:43,BR-017,BR-040,71.61,12.15,Completed
DEL-092338,TRK-0344,2/16/2026 12:22,BR-038,BR-025,141.01,16.69,Cancelled
DEL-092339,TRK-0237,2/6/2026 8:05,BR-037,BR-003,120.45,14.73,Delayed
DEL-092340,TRK-0575,2/11/2026 15:24,BR-048,BR-025,173.7,30.98,Completed
DEL-092341,TRK-0174,2/8/2026 10:54,BR-019,BR-020,351.45,46.37,Delayed
DEL-092342,TRK-0127,2/23/2026 16:18,BR-003,BR-045,474.14,154.18,Cancelled
DEL-092343,TRK-0901,2/1/2026 8:51,BR-034,BR-014,276.03,51.42,Delayed
DEL-092344,TRK-0214,2/24/2026 22:01,BR-011,BR-005,377.03,56.55,Delayed
DEL-092345,TRK-0644,2/19/2026 16:23,BR-021,BR-016,291.88,66.87,Delayed
DEL-092346,TRK-0234,2/20/2026 11:05,BR-031,BR-042,392.13,46.62,Completed
DEL-092347,TRK-0097,2/20/2026 17:16,BR-007,BR-021,227.12,47.34,Cancelled
DEL-092348,TRK-0048,2/6/2026 9:16,BR-039,BR-036,205.94,52.19,Cancelled
DEL-092349,TRK-0819,2/19/2026 8:18,BR-023,BR-006,392.04,127.43,Completed
